Title,Latitude,Longtitude,Khu vực,Diện tích,Giá/m2,Giá,Hướng Cửa,Loại Hình,Nội Dung,Giấy Tờ Pháp Lý,Thời Gian
BÁN NHÀ CHÍNH CHỦ QUẬN HÀ ĐÔNG,20.9551855,105.758011,"Hà Đông, Hà Nội",33 m²,"72,73 tr/m²","2,4 tỷ",Đông,căn hộ chung cư,Bán Nhà chính chủ 4 tầng Phường Biên Giang Hà Đông nhà mặt kinh doanh ô tô tránh cách 500m ra quốc lộ 6 giao thông thuận tiện .lh 0335 843 ***,Đã có sổ,29/9/2023
"Nhà đẹp ngõ rộng An Dương Vương, Nhật Tân, Tây Hồ 35m2 x 5 tầng mới tinh giá 3,65 tỷ ô tô gần nhà",21.0683576,105.8240984,"Tây Hồ, Hà Nội",35 m²,"104,29 tr/m²","3,65 tỷ",Tây,nhà mặt phố,"Bán nhà đầu đường An Dương Vương, gần Cầu Nhật Tân, Phú Thượng, Tây Hồ 35m² xây 5 tầng mới tinh. Nhà đẹp ngõ rộng sạch đẹp thoáng mát quanh năm. Thiết kế gồm 3PN + khách, bếp + phòng thờ sân phơi. Nội thất cao cấp, nóng lạnh, tủ bếp, kệ, hút mùi, sàn gỗ. Ngõ rất rộng, gần phố gần ô tô, gần Lotte Lạc Long Quân, dân trí cao, an ninh tốt, gần sông Hồng, Hồ Tây, không khí trong lành, mát mẻ quanh năm. Sổ đỏ chính chủ. Giá 3,65 tỷ có thương lượng. Liê...",Đã có sổ,28/9/2023
"Bán nhà Hồng Tiến DT 55m2 * mặt tiền 4.3m *6 tầng thang máy, gara 2 xe 7 chỗ, giá chào nhỉnh 10 tỷ",21.0359662,105.9021921,"Long Biên, Hà Nội",55 m²,,Giá thỏa thuận,Tây Nam,liền kề,#ERROR!,Đã có sổ,28/9/2023
"Bán lô đất thổ cư 110m2 - tặng nhà dòng tiền đường Bờ Sông Sét, Hoàng Mai, Hà Nội. Giá 10,3 tỷ",20.9757581,105.8626556,"Hoàng Mai, Hà Nội",110 m²,"93,64 tr/m²","10,3 tỷ",Tây,nhà mặt phố,"Địa chỉ: Ngõ 88 đường Bờ Sông Sét, phường Thịnh Liệt, quận Hoàng Mai, Hà Nội. - Diện tích đất: 110m² - Sổ đỏ chính chủ. - Tặng nhà 5 tầng có các căn hộ cao cấp đang cho thuê trên đất, có 15 phòng khép kín, trang bị đầy đủ: Điều hoà, nóng lạnh, giường tủ, bàn ghế... Máy giặt, máy sấy dùng chung T1, và chỗ để xe. Hiện đang full khách, kinh doanh ổn định - Dòng tiền trên 55tr/tháng. Nhà có trang bị đầy đủ dụng cụ phòng cháy, chữa cháy và có đầy đủ c...",Đã có sổ,28/9/2023
"Nhà đẹp 3,5T mới đét ngõ 276 Đại Từ Hoàng Mai đường ô tô tải tránh DT 60m2 giá 6.98tỷ cần bán gấp",20.9757581,105.8626556,"Hoàng Mai, Hà Nội",60 m²,"116,33 tr/m²","6,98 tỷ",Đông,liền kề,"- Chính chủ cần chuyển đổi về Hải Phòng mong bán gấp nhà mặt đất mới toanh 3,5 tầng. - DT 60m². - Ngõ to ô tô tải dừng đỗ ngõ nhà cách ô tô dừng là 5 m. - Tiện ích xung quanh đầy đủ chợ, trường, siêu thị, ngân hàng, tiệm vàng... - 3 phòng ngủ, 2 vệ sinh. - Thiết kế mới toanh mới xây thiết kế được 1 năm hiện đại nội thất sang trọng. - Nhà không ồn ã bụi khói trong lành, thiết kế có khoảng sân để được 3 xe máy không phải cho xe vào nhà nên rất sạch...",Đã có sổ,28/9/2023
"Chính chủ cần bán nhà 5 tầng tại Phường Tứ Liên, Tây Hồ, đường 2 xe tải tránh nhau. LH 0335 430 ***",21.0683576,105.8240984,"Tây Hồ, Hà Nội",55 m²,"221,82 tr/m²","12,2 tỷ",Tây Nam,nhà riêng,"Gia đình cần bán nhà 5 tầng x 55m²/tầng. Nhà mới đẹp, đang làm homestay vị trí trung tâm với nhiều tiện ích xung quanh kinh doanh sầm uất. Đường vào ô tô đỗ cửa, 2 xe tránh nhau thoải mái. - Địa chỉ: Phường Tứ Liên, quận Tây Hồ, Hà Nội.- Diện tích: Thực tế 55m²/tầng x 5 tầng (sổ đỏ 42m² /tầng). - Nhà thiết kế gồm: 5PN. + Tầng 1: Phòng ngủ, gara, sân nhỏ. + Tầng 2: Phòng khách, phòng ăn, bếp đầy đủ tiện nghi. + Tầng 3,4: 2 phòng ngủ phía trước, 2 ...",Đã có sổ,28/9/2023
"Tôi chính chủ cần bán nhanh nhà mặt ngõ 291 Khương Trung ô tô tránh, gara, 48m2, 5 tầng mới 6.95 tỷ",20.9944171,105.8171316,"Thanh Xuân, Hà Nội",48 m²,"144,79 tr/m²","6,95 tỷ",Tây Nam,căn hộ chung cư,"Chính chủ bán nhà mặt ngõ 291 Khương Trung, nhà sát phố, ô tô tránh, vào nhà khu phân lô 48m², 5 tầng, giá 6.95 tỷ. Nhà xây 5 tầng đẹp mới, nở hậu, cầu thang giữa tầng 2 phòng. Tổng 6 phòng ngủ. Gara ô tô ở tầng 1. Về ở luôn, nội thất tôi tặng lại hết. Về ở và kinh doanh online, làm văn phòng. Gia đình tôi đang có việc cần bán nhanh nên tôi giao giá này cho nhanh giải quyết được việc.Ai có nhu cầu mua thật sự thì alo trực tiếp tôi 0989 908 ***miễ...",Đã có sổ,28/9/2023
"Bán nhà chính chủ xây mới đẹp long lanh, xe hơi đậu trước cửa",105.7801644,105.8360327,"Thanh Trì, Hà Nội",40 m²,"107,5 tr/m²","4,3 tỷ",Tây Bắc,nhà riêng,"Vì chuyển công tác nên gia đình tôi cần bán căn nhà nằm ngay trung tâm hành chính Thanh Trì. Diện tích xây dựng: 40m². Số tầng 4,5 tầng, full nội thất, và các thiết bị điện. Nhà thiết kế thông thoáng, 2 giếng trời, khách mua chỉ việc sách vali đến ở. Sổ đỏ cất két. Mặt tiền 3,8m, Morning, i10 lùi luôn vào nhà. Xe hơi đậu ngay trước cửa, xe máy để vài chục chiếc. Vị trí: Nằm ngay trung tâm hành chính của huyên Thanh Trì dự kiến lên quận 2025. Kẹp ...",Đã có sổ,28/9/2023
Bán tòa chung cư mini ngõ 52 Mỹ Đình (làng Phú Mỹ),21.0173512,105.7613329,"Nam Từ Liêm, Hà Nội",98 m²,,Giá thỏa thuận,Đông,nhà riêng,"Bán tòa CCMN 8 tầng mới cứng ở Ngõ 52 Mỹ Đình (Nguyễn Hoàng đi thẳng vào cổng làng Phú Mỹ).Tòa 8 tầng bao gồm 28 phòng(dạng 1 khách 1 ngủ và studio) và 1 mặt bằng kinh doanh tầng 1.Đường to ô tô đỗ cửa, dân dư đông đúc, kinh doanh thuận lợi.Tòa có đủ hệ thống phòng cháy chữa cháy.Làm việc trực tiếp chính chủ.",Đã có sổ,28/9/2023
"Hàng hiếm Yên Viên, căn nhà bề thế, lô góc, KD đỉnh, ngõ ô tô, nhà 3 T, DT 70m2, giá 4.x tỷ",21.0398766,105.9511964,"Gia Lâm, Hà Nội",70 m²,"67,14 tr/m²","4,7 tỷ",Đông,căn hộ chung cư,"Hàng hiếm Yên Viên, căn nhà bề thế, lô góc, KD đỉnh, ngõ thông ô tô, nhà 3 T, DT 70m², giá 4.x tỷ. + Nhà 3 tầng, dân xây tâm huyết, tặng nội thất xịn sò, Tổng 4 phòng ngủ + Nhà nằm ngay chợ, kinh doanh đỉnh, ngõ thông từ phố Hà Huy Tập ra Đặng Công Chất kinh doanh các mặt hàng ngày đêm, vài phút ra trường học các cấp của TT Yên Viên, chợ vải Ninh Hiệp siêu KD, diện tích rộng, lô góc bề thế, nhà đẹp nhất nhì khu. Sổ đỏ, Pháp lý rõ ràng.",Đang bàn giao,28/9/2023
"Chính chủ bán nhà riêng phố Hoàng Đạo Thành, Lô góc 2 mặt tiền ô tô tránh, dừng đỗ thoải mái",20.9944171,105.8171316,"Thanh Xuân, Hà Nội",42 m²,"207,14 tr/m²","8,7 tỷ",Đông,liền kề,"Chính chủ bán nhà riêng phố Hoàng Đạo Thành, khu phân lô cán bộ, nhà lô góc 2 mặt đường ô tô tránh nhau, dừng đỗ ngày đêm thoải mái.Vị trí trung tâm đẹp nhất nhì khu phố Hoàng Đạo Thành, đường thông ngõ thuận ô tô chạy quanh nhà. Cạnh sát nhà là trường Mầm non Sao Sáng, đi vài bước chân ra tới trường tiểu học, trung học Kim Giang, chợ Kim Giang. Kết nối thuận tiện với đường Nguyễn Xiển, Vành đai 3. Vị trí thuận tiện, kinh doanh hay ở đều phù hợp....",Đang bàn giao,28/9/2023
"Cần bán nhà 5 Tầng 33m2 ngay sau KĐT Geleximco Dương Nội - Hà Đông, xây mới, ngõ thoáng. 0988 799 ***",20.9551855,105.758011,"Hà Đông, Hà Nội",33 m²,"71,21 tr/m²","2,35 tỷ",Tây Bắc,nhà riêng,"* Cần bán nhà 5 Tầng 33m² ngay sau KĐT Geleximco Dương Nội - Hà Đông, xây mới, ngõ thoáng. 0988 799 **** Thông số kỹ thuật: - Diện tích: 33m². - Hướng: Đông. - Mặt tiền: 3.65.* Nhà xây 5 tầng thiết kế siêu đẹp: + Tầng 1: Phòng bếp + WC + chỗ để xe. + Tầng 2 + 3 + 4: Phòng ngủ rộng + wc. + Tầng 5: Phòng thờ (hoặc ngủ) + sân phơi rộng.* Nội thất: Hoàn thiện nội thất cơ bản: Hệ thống cửa (cửa chính, cửa thông phòng, cửa sổ), đèn điện chiếu sáng đầy đ...",Đang bàn giao,28/9/2023
Bán nhà số 27 ngõ 282/36 Kim Giang 100m2 24 phòng cho thuê 1 tỷ/ năm,20.9944171,105.8171316,"Thanh Xuân, Hà Nội",100 m²,155 tr/m²,"15,5 tỷ",Tây,nhà mặt phố,"Bán nhà số 27 ngõ 282/36 Kim Giang 100m² 24 phòng cho thuê 1 tỷ/ năm. - Nhà sát ngõ 282 Kim Giang rất nhiều tiện ích, xung quanh là khu đô thị, nhà hàng tấp nập, trường học, chợ búa thuận tiện, ô tô đậu ngày đêm ở liền kề. - Nhà xây cho thuê rất an toàn về cháy nổ vì có mặt tiền chính rộng 12.5m, mặt bên cũng lô góc rộng 8m nên tất cả 24 phòng cho thuê đều tiếp xúc với thiên nhiên và không hề tiếp xúc với cầu thang. Cầu thang bộ 5 tầng rộng được ...",Đang bàn giao,27/9/2023
CC cần bán nhà số 5 ngõ 144 Thượng Đình. Cách mặt phố 15m. 40m2 x 5 tầng. Ngõ thông. Sổ đỏ CC,20.9944171,105.8171316,"Thanh Xuân, Hà Nội",40 m²,145 tr/m²,"5,8 tỷ",Tây Bắc,căn hộ chung cư,"Chính chủ cần bán nhà số 5 ngõ 144 Thượng Đình. Ngã Tư Sở, Thanh xuân, Hà nội. ------------ DTXD: 40m² x 5 tầng. Thiết kế vô cùng hiện đại và hợp lý. - Tầng 1: Chỗ để xe, phòng ăn, bếp và nhà vệ sinh. - Tầng lửng là phòng khách. - Tầng 3 và Tầng 4 mỗi tầng 2 phòng ngủ và 1 nhà vệ sinh. - Tầng 5: Phòng thờ và sân phơi. * Đặc biệt nhà ngay sát (Sau 1 nhà mặt đường) cách mặt đường bờ sông Thượng Đình, Khương Đình chỉ 15m, cách Ngã Tư sở chỉ khoảng 1...",Đang bàn giao,27/9/2023
"Chính chủ cần bán nhà tại ngõ 321 Phúc Lợi, Long Biên ô tô vào tận nhà. Sổ đỏ chính chủ, 0914 712 ***",21.0359662,105.9021921,"Long Biên, Hà Nội","36,9 m²",,Giá thỏa thuận,Tây,shophouse,"Chính chủ bán căn nhà đẹp tại ngõ 321 Phúc Lợi giá chốt linh động.* Chỉ từ 5, xtỷ có thương lượng (giá chốt linh động chỉ cần vào đàm là chốt).+ Siêu phẩm nhà phố Long Biên, hàng xóm Vinhome Riverside, xây dựng tiêu chuẩn kỹ thuật về chất lượng và thời gian thi công, bảo hành nhà cho khách.+ 6 Tầng, gara oto, thang máy, 3 ngủ master khép kín cùng ban công view nhà văn hóa thoáng vĩnh viễn.+ Vị trí đắc địa trung tâm Quận Long Biên, nơi tọa lạc lạc...",Đang bàn giao,27/9/2023
Bán gấp nhà - Quang Trung - Hà Đông - lô góc - ô tô - KD - 35m2 4 tầng MT 8m. Nhỉnh 3 tỷ,20.9551855,105.758011,"Hà Đông, Hà Nội",35 m²,"105,71 tr/m²","3,7 tỷ",Tây Nam,shophouse,"Bán gấp nhà - Quang Trung - Hà Đông - lô góc - ô tô - KD - 35m² 4 tầng MT 8m. Nhỉnh 3 tỷ. + Vị trí vô cùng đắc địa, đẹp nhất phố, có 102, cách phố Quang Trung chỉ 50m, lô góc 2mặt thoáng ô tô đỗ vào nhà, nhà dân xây rất chắc chắn. + Giao thông vô cùng thuận tiện, ngay cạnh cầu ga đường sắt trên cao. + Cách bưu điện hà đông chỉ 500m, gần trường chợ bệnh viện, ko thiếu thứ gì. Thiết kế. T1. 2 phòng 2 cửa riêng. T2. Phòng khách, bếp, VS. T3.2 phòng,...",Đang bàn giao,27/9/2023
"Nhà đẹp 7 tầng, full nội thất, thang máy, gara ô tô, ở phố Vũ Xuân Thiều, cạnh Vinhomes chỉ 8.15 tỷ",21.0359662,105.9021921,"Long Biên, Hà Nội",50 m²,163 tr/m²,"8,15 tỷ",Đông Bắc,liền kề,"Bán nhà đẹp 7 tầng, full nội thất, thang máy, gara ô tô, ở phố Vũ Xuân Thiều, cạnh Vinhomes Riverside Sài Đồng giá tốt chỉ 8.15 tỷ. * Nhà thuộc phố Vũ Xuân Thiều, Sài Đồng, Long Biên, Hà Nội. Gần chợ X22, siêu thị, trường học, phố ẩm thực Sài Đồng. * Ngõ rộng 5m ô tô tránh nhau, giao thông đi lại thuận tiện, chỉ 500m ra khu Vinhomes Riverside Sài Đồng,... * Nhà full nội thất, điều hòa, tivi, tủ lạnh. * Diện tích 50m², mặt tiền 4.5m. * Hướng nhà: ...",Đang bàn giao,27/9/2023
"CC bán nhà 4 tầng Thịnh Liệt, Hoàng Mai, full nội thất, bao sang tên sổ sách",20.9757581,105.8626556,"Hoàng Mai, Hà Nội",85 m²,"170,59 tr/m²","14,5 tỷ",Đông Bắc,shophouse,"Bán nhà 4 tầng DT 85m² tại phường Thịnh Liệt, Hoàng Mai. Nhà 4 tầng, thiết kế 5 phòng ngủ, 4 wc. Mặt tiền 6m, hướng chính Tây, full nội thất. Giao thông thuận tiện, khu vực sầm uất rất hiếm nhà bán. Tiện ích bạt ngàn, trường học các cấp, chợ, khu dân trí cao. Sổ phân lô vuông vắn, bao sang tên sổ sách. Giá chỉ 14.5 tỷ. Liên hệ ngay: 0902 866 ***",Đang bàn giao,26/9/2023
"Toà căn hộ Vũ Trọng Phụng cách phố 40m, 90m2 x 7T thang máy, nhỉnh 14 tỷ, dòng tiền 100tr/th",20.9944171,105.8171316,"Thanh Xuân, Hà Nội",90 m²,,Giá thỏa thuận,Tây Nam,shophouse,"Toà căn hộ dịch vụ Thanh Xuân xây mới 90m² x 7 tầng thang máy - 24 căn hộ khép kín có gác xép, full nội thất; cửa sổ sang thoáng các phòng - dòng tiền 100 triệu/ tháng - trang bị phòng cháy đầy đủ - GPXD chuẩn - sổ đỏ. - DT 90m² xây mới 7 tầng thang máy; tổng 24 căn hộ; Full nội thất cao cấp. - Mỗi tầng 4 căn hộ có gác xép ban công riêng; Full nội thất. - Dòng tiền gần 1.2 tỷ / năm. - Trang bị đủ hệ thống PCCC. - Vị trí: Ngõ rộng thoáng gần phố V...",Đang bàn giao,26/9/2023
"Tòa căn hộ Bùi Xương Trạch, Khương Trung cách phố 10m; 8,9 tỷ 45m2x7T thang máy; DT 60 triệu/ tháng",20.9944171,105.8171316,"Thanh Xuân, Hà Nội",45 m²,"197,78 tr/m²","8,9 tỷ",Tây Nam,căn hộ chung cư,"Tòa căn hộ Bùi Xương Trạch, Khương Trung. - Dt 45m² xây 7 tầng thang máy. - Thiết kế 12 căn hộ studio; full nội thất cao cấp. - Vị trí đẹp cách phố 10m; Khu vực đông dân cư luôn kín phòng cho thuê. - Dòng tiền 60 triệu/ tháng. - Giá bán: 8,9 tỷ SĐCC. - Liên hệ ĐT/ zalo: 0974 988 ***",Đang bàn giao,26/9/2023
"Bán nhà Ngọc Thụy, Long Biên, gần công an phường, chợ Ngọc Thụy, đường 40m hơn 3 tỷ. LH 0989 212 ***",21.0359662,105.9021921,"Long Biên, Hà Nội",30 m²,,Giá thỏa thuận,Tây Bắc,liền kề,"Bán nhà 5 tầng xây mới phố Ngọc Thụy, Long Biên. Chìa khóa trao tay chỉ hơn 3 tỷ. - Vị trí: Ngõ ô tô thông, gần chợ, đường 40m, công an phường Ngọc Thụy. - Nhà hơn 30m² phân lô vuông vắn. - Thiết kế 5 tầng hiện đại, tặng nội thất đẹp ở ngay. - Xung quanh đầy đủ tiện ích. - Chìa khóa trao tay, chỉ việc dọn đồ về ở, giá hơn 3 tỷ còn thương lượng. Liên hệ 0989 212 *** Thanh Hải để nhận đầy đủ thông tin, hình ảnh, pháp lý và được hỗ trợ mua giá tốt ...",Đang bàn giao,26/9/2023
"Bán nhà dân xây, nhìn sang trung tâm thương mại Vin - cực thoáng, ngõ thông",21.0173512,105.7613329,"Nam Từ Liêm, Hà Nội",43 m²,100 tr/m²,"4,3 tỷ",Tây Nam,shophouse,"Bán nhà dân xây, nhìn sang trung tâm thương mại Vin - cực thoáng, ngõ thông. Bán nhà 3 tầng tại Tây Mỗ. Nhà có diện tích: 43m², mặt tiền 4.2m, hậu 4.2m, ngõ thông, taxi đậu cửa. Nhà gần trường, gần chợ, giá 4,3 tỷ có thương lượng. Lh 0976 102 ***",Đang bàn giao,26/9/2023
"Chính chủ tôi bán căn nhà 35m2 * 5T xây mới, ngõ 141 Giáp Nhị, sau Nam Đô Complex, nhà 2 mặt thoáng",20.9757581,105.8626556,"Hoàng Mai, Hà Nội",35 m²,"132,86 tr/m²","4,65 tỷ",Đông,nhà riêng,"Chính chủ gia đình tôi cần bán căn nhà riêng tại ngõ 141 phố Giáp Nhị, cạnh đường Bờ Sông Sét, sau chung cư Nam Đô Complex Trương Định, Q. Hoàng Mai. Nhà có 02 mặt cực thoáng. Ngõ trước nhà rộng 2,6m; ngõ thông hai đầu, cả hai đầu ngõ ô tô vào được. + DT: 35m², mặt tiền 3,88m; phía sau 3,90m. Nhà xây 5 tầng bê tông cốt thép mới.+ Nhà tôi thiết kế mỗi tầng 01 phòng ngủ + 01 nhà vệ sinh khép kín (tổng có 04 phòng ngủ + 04 nhà vệ sinh). + Nội thất t...",Đang bàn giao,26/9/2023
"Tòa căn hộ Nguyễn Trãi cách phố 50m, 65m2 x 7T thang máy 12, x tỷ",20.9944171,105.8171316,"Thanh Xuân, Hà Nội",65 m²,,Giá thỏa thuận,Tây Nam,liền kề,"Siêu phẩm dòng tiền Nguyễn Trãi, Thanh Xuân - 65m² x 7 tầng thang máy ô tô đỗ - 17 căn hộ full nội thất - hàng xóm royal city.- Toà chung cư mini cách mặt phố Nguyễn Trãi 50m; ngõ rộng 8m; ô tô đỗ cửa ngõ thông sang thượng đình.- Thiết kế: Mỗi tầng 3 căn hộ full nội thất: Tủ lạnh, điều hòa, giường tủ, bàn ghế, bếp từ, hệ thống PCCC, thang thoát hiểm, GPXD.- Giá bán: Nhỉnh 12 tỷ. Sổ đỏ nở hậu sẵn sàng giao dịch.- Liên hệ đt/ zalo: 0974 988 ***",Đang bàn giao,26/9/2023
"Tôi bán nhà riêng 5 tầng, 40m2 ngõ Khương Hạ, Thanh Xuân. Kinh doanh tốt, ô tô tránh giá chỉ 8,5 tỷ",20.9944171,105.8171316,"Thanh Xuân, Hà Nội",40 m²,"212,5 tr/m²","8,5 tỷ",Đông,shophouse,"Tôi là chính chủ căn nhà tại ngõ 29 phố Khương Hạ, Thanh Xuân đang muốn bán gấp. - Diện tích 40m² xây 5 tầng, kiên cố để ở. - Thiết kế: + Tầng 1 phòng khách + gara. + Tầng 2,3,4: Mỗi tầng 2 phòng ngủ + vệ sinh giữa. + Tầng 5: Phòng thờ + bếp. - Mặt tiền 3,94m, đường trước nhà ô tô tránh. - Hướng Nam, giao thông thuận tiện, dân cư sầm uất, kinh doanh tốt, an ninh đảm bảo. - Sổ đỏ đầy đủ. - Giá bán: 8,5 tỷ. - Quý khách có thiện chí vui lòng liên hệ...",Đang bàn giao,26/9/2023
"Chính chủ cần bán gấp nhà 5 tầng mới tinh full nội thất x 53m2, ngõ ô tô rộng, pháp lý sổ đầy đủ",21.0359662,105.9021921,"Long Biên, Hà Nội",53 m²,,Giá thỏa thuận,Đông Bắc,nhà riêng,"Chính chủ cần bán nhà 5 tầng tại Gia Thụy - trung tâm quận Long Biên. Nhà do 2 vợ chồng tôi tự xây, rất cẩn thận, chắc chắn.Vị trí: Ngay gần ngã tư phố Gia Thụy, gần các trường mẫu giáo, cấp 1, 2, cấp 3 rất tiện đi các hướng. Các hệ thống bệnh viện xung quanh như: Chợ lớn, chợ dân sinh; các BV Đức Giang, Tâm Anh, Bắc Hà và siêu thị Big C, Aeon. Đi sang Hồ Gươm chỉ hơn 10' phút chạy xe.Nhà với diện tích hơn 50m², mặt tiền 4m vuông vắn, thoáng rộng...",Đang bàn giao,26/9/2023
"Bán gấp nhà riêng mặt ngõ đường Kim giang, 70m2x5 tầng, 7 ngủ 5vs. Giá 9,2 tỷ Lh 0912 214 ***",20.9757581,105.8626556,"Hoàng Mai, Hà Nội",70 m²,"131,43 tr/m²","9,2 tỷ",Tây Nam,liền kề,"Bán gấp nhà mặt ngõ Kim giang. Nhà xây để ở thiết kế kiên cố 5 tầng. Nhà có 7 phòng ngủ 5 nhà vệ sinh, thiết kế chắc chắn hiện đại. Nhà mặt ngõ nhưng ngõ to như đường nguyễn huy tưởng oto tránh nhau. Diện tích 70m² mặt tiền 4,1 m (nhà có thể để đc 2 oto trong nhà. ). Vị trí nhà đẹp đường trước nhà thông từ nguyễn xiển sang kim giang oto tải chay qua nhà như đi chơi. Phù hợp mua để ở hộ gia đình nhiều thế hệ (Yên tâm vị trí không bao giờ ngập lụt ...",Đang bàn giao,26/9/2023
